clip_id,path,sha256,license,source_url,source_ref,duration,sample_rate,channels,split,tempo_bpm,tempo_bucket,crop_start,crop_end,is_palette,is_source,is_reference,license_filter,license_ok
src_0011_70bpm_lofi_drums_dataset_id_01_004186__center_002857,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0011_70bpm_lofi_drums_dataset_id_01_004186__center_002857.wav,86f5272f371ac58545b4694afe6daf773cd7f970d100db792f6c25463b50c211,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,70.000,slow_lt80,2.857143,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0012_72bpm_lofi_drums_dataset_id_01_004397__center_002666,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0012_72bpm_lofi_drums_dataset_id_01_004397__center_002666.wav,2d5e31171ff90d285edb7861a774b4f3152ef67e37c9969fd0a0f00f089ed1f1,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,72.000,slow_lt80,2.666304,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0013_74bpm_lofi_drums_dataset_id_01_004799__center_002486,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0013_74bpm_lofi_drums_dataset_id_01_004799__center_002486.wav,600daf3a76d6124ec9d3e382b6a53cfbd2e6d42b3cc1ef58d90bc405459227fb,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,74.000,slow_lt80,2.486349,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0014_75bpm_lofi_drums_dataset_id_01_005253__center_002400,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0014_75bpm_lofi_drums_dataset_id_01_005253__center_002400.wav,36fc610d7a90309acf4b9c18da654d0859dd555e6ded61169420c3f4f8d3cb80,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,75.000,slow_lt80,2.400000,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0015_77bpm_lofi_drums_dataset_id_01_005508__center_002234,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0015_77bpm_lofi_drums_dataset_id_01_005508__center_002234.wav,27bc4d8f3faeefc004578342cf1074b23395a987807d97d18657784622c4bd74,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,77.000,slow_lt80,2.233832,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0016_78bpm_lofi_drums_dataset_id_01_005880__center_002154,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0016_78bpm_lofi_drums_dataset_id_01_005880__center_002154.wav,6f1e7829b67e5969ac6a0ebb26cfad2be5e4f95b3269a9c9f8dd8f66b7d17f32,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,78.000,slow_lt80,2.154014,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0017_79bpm_lofi_drums_dataset_id_01_006235__center_002076,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0017_79bpm_lofi_drums_dataset_id_01_006235__center_002076.wav,be19fa2da4b9cc3328fd6ca99d5581b0a48f952135594922b24e176634991bb8,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,79.000,slow_lt80,2.075646,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0018_80bpm_lofi_drums_dataset_id_01_006840__center_002000,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0018_80bpm_lofi_drums_dataset_id_01_006840__center_002000.wav,a85a9f2956ddb8404d59986ee6ecf32cbd8f6a6fc0f57cca9586930ad676c346,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,80.000,mid_80_110,2.000181,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0019_81bpm_lofi_drums_dataset_id_01_007122__center_001926,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0019_81bpm_lofi_drums_dataset_id_01_007122__center_001926.wav,94efe092015ab0483e730243a89391f15a8f322722dc42136913826a6ed2ca7f,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,81.000,mid_80_110,1.926168,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0020_82bpm_lofi_drums_dataset_id_01_007671__center_001854,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0020_82bpm_lofi_drums_dataset_id_01_007671__center_001854.wav,0a4cdadf77b8689ed544c91e706ed2ea3153e09459f182b2b59a81be26bea027,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,82.000,mid_80_110,1.853605,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0021_83bpm_lofi_drums_dataset_id_01_007978__center_001783,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0021_83bpm_lofi_drums_dataset_id_01_007978__center_001783.wav,7f078dd77f687a4f05547a542b3ba6d19405861879227494b630ab6c39fed516,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,83.000,mid_80_110,1.783220,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0022_85bpm_lofi_drums_dataset_id_01_008322__center_001648,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0022_85bpm_lofi_drums_dataset_id_01_008322__center_001648.wav,15c388989cdea2a787e34dfd015ec201dc5b27a22df0f756cde1b88e0b08793e,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,85.000,mid_80_110,1.647528,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0023_86bpm_lofi_drums_dataset_id_01_008838__center_001581,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0023_86bpm_lofi_drums_dataset_id_01_008838__center_001581.wav,ce560ca91a737ac3678530106e0b5f934ceb1d2eef04a146096daad69d8144a4,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,86.000,mid_80_110,1.581497,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0024_88bpm_lofi_drums_dataset_id_01_008900__center_001455,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0024_88bpm_lofi_drums_dataset_id_01_008900__center_001455.wav,e8ea238217c57605a3e6b1b0fa9e50a23f5141ed25e8061f3c4b0a51191c99c9,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,88.000,mid_80_110,1.454512,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0025_89bpm_lofi_drums_dataset_id_01_009550__center_001394,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0025_89bpm_lofi_drums_dataset_id_01_009550__center_001394.wav,cb71bd71ada86d13f7c345b6630419ee8a6878b4c4d670d5a62b9b50f2f31cd2,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,89.000,mid_80_110,1.393560,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0026_90bpm_lofi_drums_dataset_id_01_009638__center_001337,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0026_90bpm_lofi_drums_dataset_id_01_009638__center_001337.wav,2a17d3d7d41e04118f65e2c7b8b905702107b692a0a44464e14a03386fdd406f,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,90.000,mid_80_110,1.336961,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0027_50bpm_lofi_drums_dataset_id_01_000186__center_005599,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0027_50bpm_lofi_drums_dataset_id_01_000186__center_005599.wav,3fd71eec55bd409521e782d57be3c6c4f4ac3424cde985e298cff881fcf4c842,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,50.000,slow_lt80,5.598549,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0028_55bpm_lofi_drums_dataset_id_01_000761__center_004726,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0028_55bpm_lofi_drums_dataset_id_01_000761__center_004726.wav,d1230a9407d7bafc03ce50914c3edd524354115edd812eae31cc050ac5c4be07,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,55.000,slow_lt80,4.726349,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0029_56bpm_lofi_drums_dataset_id_01_000787__center_004571,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0029_56bpm_lofi_drums_dataset_id_01_000787__center_004571.wav,d337aff762ca554ab011940502e680e4c0ba8d3e31dcea8d4a3d438d090b20f9,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,56.000,slow_lt80,4.571066,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0030_58bpm_lofi_drums_dataset_id_01_001210__center_004275,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0030_58bpm_lofi_drums_dataset_id_01_001210__center_004275.wav,bff86bac464684bcf7c742d995bc0eed97d4473725182f05ef645272c23522e6,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,58.000,slow_lt80,4.275011,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0031_60bpm_lofi_drums_dataset_id_01_001758__center_003999,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0031_60bpm_lofi_drums_dataset_id_01_001758__center_003999.wav,abb60b4696a5a60f36f60a2c8f95dba1cc6937611e95e19a6f8201c5a9b88c27,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,60.000,slow_lt80,3.999274,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0032_62bpm_lofi_drums_dataset_id_01_002079__center_003741,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0032_62bpm_lofi_drums_dataset_id_01_002079__center_003741.wav,2f4916b9463ca849f996f963342d4b794191a6dbd2fb271b9bd04c18b4d90948,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,62.000,slow_lt80,3.740952,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0033_64bpm_lofi_drums_dataset_id_01_002483__center_003500,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0033_64bpm_lofi_drums_dataset_id_01_002483__center_003500.wav,665fd1d097e3ea02e4218565f498f32ffdb68427c1a16f19fc5c5ec232d8ec10,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,64.000,slow_lt80,3.500045,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0034_65bpm_lofi_drums_dataset_id_01_002921__center_003385,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0034_65bpm_lofi_drums_dataset_id_01_002921__center_003385.wav,32b74766294932de2b09873f3bcdbd4ab35872c110168a5900ecc6236ab37672,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,65.000,slow_lt80,3.384671,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0035_66bpm_lofi_drums_dataset_id_01_003164__center_003272,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0035_66bpm_lofi_drums_dataset_id_01_003164__center_003272.wav,7ae6de609675dc85f5bf5d161924d640b1ab3cc306e4b6a989a5b9b4e58d5922,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,66.000,slow_lt80,3.272200,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0036_68bpm_lofi_drums_dataset_id_01_003804__center_003059,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0036_68bpm_lofi_drums_dataset_id_01_003804__center_003059.wav,60cc831c7b7ba100b97a4885c514f3855ea1d594143f2a200b9219f81c0f2128,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,68.000,slow_lt80,3.058866,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0037_70bpm_lofi_drums_dataset_id_01_004307__center_002857,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0037_70bpm_lofi_drums_dataset_id_01_004307__center_002857.wav,35f9153f10887a19ecdf40987ac429a3dc550e4c024ae67d7d034be225add369,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,70.000,slow_lt80,2.857143,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0038_72bpm_lofi_drums_dataset_id_01_004534__center_002666,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0038_72bpm_lofi_drums_dataset_id_01_004534__center_002666.wav,29d0c71300abdbc4d4ada91e137321be26c87b1ebf4667673bad2c9dcaf2e900,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,72.000,slow_lt80,2.666304,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0039_74bpm_lofi_drums_dataset_id_01_004962__center_002486,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0039_74bpm_lofi_drums_dataset_id_01_004962__center_002486.wav,7e272ff43d88db9cbfb90d35e8deda6ec83d459ae4d64fa83f8b37d4e4de9228,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,74.000,slow_lt80,2.486349,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0040_75bpm_lofi_drums_dataset_id_01_005217__center_002400,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0040_75bpm_lofi_drums_dataset_id_01_005217__center_002400.wav,4b9e7c382be10a286d90077cb696c10ca8ac3c850b19aec4089a85a76b2aa60e,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,75.000,slow_lt80,2.400000,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
src_0041_77bpm_lofi_drums_dataset_id_01_005621__center_002234,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/source_eval/lofi_drums/0041_77bpm_lofi_drums_dataset_id_01_005621__center_002234.wav,48c61b7361dd67208ea57e4cf56ed5a4fa9b75e0587275d2ad0629748ea459fb,CC-BY-4.0,https://doi.org/10.5281/zenodo.15493892,WaivOps Lo-Fi Drums Dataset DOI 10.5281/zenodo.15493892,8.000000,44100,2,source_eval,77.000,slow_lt80,2.233832,8.000000,0,1,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
